X1	X2	X3
0.218077832520164	0.217936088679123	0.623976228870152
0.893112589664419	0.342105263157895	0.788490005471647
0.690515484183173	0.684735543094676	0.705209594343945
0.741718801073693	0.485256229838273	0.404562674220665
0.709309174961202	0.684735543094676	0.901812840708378
0.324893750966825	0.455898590573513	0.665534560194186
0.78182870769276	0.36968217540973	0.492589555283945
0.701855774091313	0.196524064171123	0.507410444716055
0.937630264564207	0.176340687176601	0.492589555283945
0.340601171114569	0.485256229838273	0.376023771129848
0.826531602844284	0.544101409426487	0.282051003194431
0.286988588721139	0.735575569940895	0.127113636164374
0.818091222625775	0.217936088679123	0.404562674220665
0.961884495026787	0.75937452640239	0.766163186591398
0.381054802203197	0.803475935828877	0.847740792209175
0.781833803149456	0.24062547359761	0.595437325779336
0.797424505191081	0.455898590573513	0.279532193851251
0.68285229322683	0.397968130940267	0.940598507963303
0.221365312635514	0.782063911320877	0.170690289862892
0.812329355083803	0.514743770161727	0.742625998828543
0.772156639430267	0.947438784126091	0.233836813408602
0.869564033831312	0.426714152720345	0.0917533809412748
0.686693964961185	0.514743770161727	0.908246619058725
0.328783032091156	0.397968130940267	0.566396112173947
0.58137467783023	0.514743770161727	0.960216238297177
0.623058249246022	0.455898590573513	0.678988888657639
0.137433202490991	0.823659312823399	0.730425154944749
0.923220039123711	0.289370845872394	0.79918200126276
0.5	0.455898590573513	0.665534560194186
0.647435642409703	0.264424430059105	0.245457957794963
0.598186561840564	0.842500378878088	0.282051003194431
0.393475397952499	0.289370845872394	0.361987636961505
0.698092697767835	0.455898590573513	0.390221575852774
0.720331649871871	0.196524064171123	0.233836813408602
0.950942978980249	0.36968217540973	0.170690289862892
0.834718422988381	0.544101409426487	0.522220961159621
0.356587700952896	0.514743770161727	0.0310366051571117
0.202547665484463	0.217936088679123	0.93095850789609
0.927795517052233	0.803475935828877	0.180404301660881
0.598184425251115	0.573285847279655	0.566396112173947
0.961884495026787	0.36968217540973	0.180404301660881
0.478442859527586	0.397968130940267	0.348129164553181
0.698096717392172	0.860069497066401	0.717948996805569
0.560151160370411	0.485256229838273	0.880605066819764
0.44838975018206	0.485256229838273	0.403228052735955
0.623058249246022	0.710629154127606	0.334465439805814
0.577145396536568	0.342105263157895	0.0742791209674966
0.678998210637423	0.657894736842105	0.0365576641087892
0.741718801073693	0.544101409426487	0.0917533809412748
0.56866567770169	0.342105263157895	0.705209594343945
0.884932055247465	0.842500378878088	0.0588813764475007
0.635312181400849	0.573285847279655	0.360142643992562
0.41862532216977	0.710629154127606	0.754542042205037
0.731130108825615	0.315264456905324	0.86483711604699
0.748663569101376	0.602031869059733	0.0129991247926089
0.908197954750782	0.191978517786945	0.462997844597792
0.690536259912775	0.455898590573513	0.119394933180236
0.448388610074872	0.602031869059733	0.433603887826053
0.832023080371683	0.782063911320877	0.245457957794963
0.623058249246022	0.782063911320877	0.361987636961505
0.655422832388592	0.36968217540973	0.93095850789609
0.410198748695516	0.455898590573513	0.254749975810591
0.898966574958146	0.289370845872394	0.665534560194186
0.659395482666201	0.661264743613554	0.692218258858852
0.495686875119355	0.573285847279655	0.788490005471647
0.723944224796421	0.485256229838273	0.678988888657639
0.857758296384603	0.455898590573513	0.34609722682845
0.211848534123055	0.735575569940895	0.417884644467987
0.772156639430267	0.735575569940895	0.717948996805569
0.659416678943168	0.289370845872394	0.127113636164374
0.344567349574658	0.397968130940267	0.717948996805569
0.852831859233831	0.0827469743878413	0.307781741141148
0.803464231974647	0.75937452640239	0.257374001171457
0.942774062464099	0.36968217540973	0.79918200126276
0.716669939484206	0.176340687176601	0.477779038840379
0.913428234172132	0.455898590573513	0.390221575852774
