X1	X2	X3	X4
0.697903870172368	0.439453574039659	0.924066979629827	0.838096343458646
0.851959909622708	0.161382179925197	0.998301318040851	0.0912109327636598
0.0613309418083213	0.937547066413009	0.0295973832903397	0.393849471839779
0.0515255448574865	0.075589460143822	0.250192162838055	0.118382833731688
0.033929420141478	0.900310675149299	0.0846814236303266	0.175198455953076
0.22943363414298	0.674234857405961	0.204936432108889	0.000364128202273124
0.0773661109571336	0.323523926519215	0.995421679263047	0.0152578512520555
0.648672517553719	0.988939805243322	0.418227509392073	0.063543679266002
0.0784894577765458	0.335744062208314	0.827752151787271	0.534140800279263
0.183554596548451	0.571649987888764	0.92263630866145	0.561362469113593
0.26572632803443	0.502079534146319	0.960444024773291	0.330564113931737
0.289436288278677	0.986352263950262	0.0316085302316348	0.317005138573804
0.274776879609314	0.598822593199585	0.821363448722206	0.676713830860949
0.143847032078459	4.96705893667724e-06	0.985169748740357	3.16898964518213e-05
0.710909075430415	0.456413410505605	0.609260887761765	0.657405037548793
0.185944943573565	0.889320240901135	0.927080894760034	0.280642352634782
0.0576243472898373	0.435111006970925	0.573682155267108	0.65253648624352
0.901578844911846	0.983284635853541	0.807920825080794	0.10282568957555
0.259119384383227	0.0546106881256928	0.375853894120046	0.332783072881831
0.829497620514678	0.431932107008512	0.453946745642756	0.00137746009318052
0.0019643095449565	0.867171522050894	0.0802717085658445	0.141635250557154
0.000193599470136407	0.984139813365506	0.0286022042781954	0.0217883747614027
0.0115446349490677	0.0289069140180898	0.794065296199712	0.379401080494466
0.695489491522504	0.141981029918879	0.803984365704074	0.0291499745919937
0.533596144258625	0.77755519305248	0.999004377126925	0.906821432127667
0.257939525800133	0.687432866733667	0.606298181450045	0.516362740407133
0.349908585330165	0.634921118128054	0.84512389527	0.949725451669191
0.0673308935054548	0.0724933486951548	0.948259191233092	0.982251093560016
0.144977057930405	0.967949719548423	0.222942140256374	0.126761555864311
0.414660502222896	0.0124397215460532	0.666107091943875	0.384721073198641
0.65536590719408	0.160544231208613	0.708771957783003	0.00140752341406269
0.842731381931259	0.825305063090534	0.251551975911394	0.726829391365467
0.116654761551555	0.993932057804585	0.636206120858607	0.000140386497372868
0.29131497914103	0.882654011528322	0.93669006724588	0.917021709626567
0.172231342933654	0.925515000680734	0.978040562703187	0.85690833238252
0.34401826768099	0.429700827005222	0.843247003366319	0.30803941418778
0.047027947287621	0.702966570234676	0.955273135443541	0.610995423773881
0.705573698146572	0.618283970453565	0.272469066823467	0.710420135409646
0.000362667736390326	0.515684300078039	0.971734186175424	0.012204290203613
0.0516606258701005	0.582417089059436	0.990599915075072	0.556946683698095
0.198734838430129	0.989005749984948	0.932730267035736	0.565606707516842
0.554978493615946	0.0114339717639654	0.446855442199481	0.942557717572033
0.913224037310152	0.429068286263939	0.743506562292853	0.907471793085846
0.282878984448174	0.864417985169534	0.966542066196246	0.51742166166868
0.223387769952795	0.178352903632148	0.0265505881008711	0.00284222294863522
0.368408391494298	0.536031697884066	0.618476600597443	0.000216440351536759
0.143944687615442	0.312175100760986	0.276584184040999	0.0441381395547832
0.0284694370054919	0.696787212051607	0.17881762582711	0.00882255751037275
0.974497402573254	0.829202170567582	0.590177285138466	8.59427159563227e-05
0.697297041954604	0.948083947509673	0.92707852529776	0.333716879982707
0.878499224044368	0.00534770798795888	0.304238111894934	0.198390199570942
0.0293859810584261	0.651156059050622	0.169936576367497	0.867370910613707
0.00231001448047776	0.137280735980206	0.334545863324622	0.642470443330005
0.128809075319855	0.0630901272487055	0.365418507406823	0.00153368189020163
0.467584275130099	0.0425897325027194	0.0339125039153145	0.0255102242779129
0.846803368140869	0.789224279592102	0.92920352996022	0.151645932495816
0.230773233092255	0.770861724451243	0.954654492648217	0.942605330930019
0.155426121528444	0.990914806307422	0.414332422752201	0.893256320616794
0.312909849507053	0.160438828474472	0.53826720699639	0.792687765646337
0.914830715080368	0.960822731874899	0.724037871294526	0.0278077492014118
0.725578741106124	0.90827127225451	0.996575089032154	0.82002045827564
0.00745600714591073	0.00166913095576049	0.628339029403204	0.10428795092308
0.457526383676144	0.927991268422651	0.481933076564643	0.000166124575241477
0.275584312696748	0.231734828656371	0.243233968425513	0.253145557126965
0.122461665191225	0.751896697027136	0.994044448214322	0.500255299788664
0.0563181508166064	0.592934484346621	0.983230287871751	0.46406104671952
0.106113251386163	0.216970762401918	0.959782301772294	0.272647102738556
0.848458543128073	0.0335458122490627	0.513567281657317	0.269928418135155
0.678626409698583	0.751691947776736	0.398727631856236	0.0871225635982487
0.785764019537295	0.421718248442723	0.286090444298054	0.972620423078051
0.149035237746988	0.020295411318848	0.493807201606178	0.0246166868414213
0.597335021368854	0.146671352590192	0.822275929290194	0.681410410363402
0.00988898096590341	0.993772622625068	0.789470739598678	0.0436625171217141
0.526865191854006	0.0451918739793535	0.953578960364063	0.061750747854796
0.0880915159650268	0.0371339557586094	0.409947516227311	0.574847940119295
0.983749812126223	0.355331232061385	0.128153697865233	0.934969362210839
0.123612140732613	0.290205902407062	0.686552905153983	0.980741441523023
0.354481360582874	0.922457565672822	0.00942464274120643	0.129492496697612
0.00744553833987981	0.969885350067537	0.14518140254381	0.294583114602983
0.627383447402663	0.632365740976637	0.44941241217268	0.180554508862781
0.0661909861677272	0.867736440606475	0.00627339517790326	0.0442074911886187
0.531452830730101	0.811598663229415	0.753508201185392	0.120200651682487
0.838339293178375	0.993474833921332	0.922845095963868	0.00936787124112879
0.745306659154112	0.765250062383738	0.999651295815863	0.18127635135586
0.264075255653524	0.961718138389138	0.99896631009346	0.105078911776977
0.00305609413344384	0.401547520942684	0.896922184338282	0.000527017861682357
0.0995468957524678	0.302932347996404	0.940738074820982	0.252719624611594
0.0479144517802827	0.0020827216676588	0.645517848268502	0.162389478368058
0.0636360730240195	0.00507479734060442	0.339831950436992	0.528817012275662
0.439518074982896	0.220511927646256	0.838719624557598	0.367563105095573
0.00183259430356025	0.0618492829376762	0.880486449586096	0.012642377673904
0.32436852699792	0.662211454634192	0.999999860830196	0.378081890457997
0.00404763856041486	0.0819020914912241	0.950897362483826	0.000845295533791285
0.12449456373515	0.271884203379032	0.818320215879647	0.171131818406329
0.213721139864875	0.127643663405951	0.950108118152738	0.676929987078236
0.200453024301143	0.333959580858745	0.587851426977018	0.782134221355334
0.619294904581993	0.00013629977866118	0.910862741605286	0.0033284623156531
0.245006107423588	0.114488609976755	0.957388978914584	0.000766986275426823
0.458713048506634	0.0509952852322325	0.699802016875079	0.889797874707258
0.657793708553515	0.887389468235084	0.52898329165719	0.109908101893003
0.381121179288718	0.247388607629743	0.999233116840025	0.671968600800163
0.0808436330476795	0.534492327801585	0.0799531053286044	0.0139050830328193
0.136122572157939	0.00841728103750448	0.126279019675915	0.956028854099856
0.00200910212206449	0.0815495281416434	0.848671571208435	0.317563937009491
0.535743234621822	0.699950967301611	0.325212205913258	0.0645088808549434
0.0265107474960724	0.158271342966619	0.949205598938796	0.811915406251187
0.133299241907829	0.160800377738829	0.870488003698899	0.0988041476482058
0.375503900631899	0.734311631629625	0.838994549337051	0.995246432739791
0.0966576026133884	0.498364425358978	0.0371478255930392	0.0999673096948754
0.361276411041094	0.18088618385193	0.829982025341995	0.404865110677871
0.0860278919341271	0.204560020452928	0.996847628317497	0.00139385081193017
0.0359929339959599	0.908873343065234	0.13438879144006	0.133019984832653
0.962545286296836	0.993202006946205	0.958164917805374	0.0771006883217822
0.194531968444336	0.926639518977837	0.919352291562885	0.0233938723260764
0.24781996636728	0.89412754347442	0.632369732934239	0.0401659108319267
0.307902022217285	0.845449461184987	0.900270868972616	0.235399813385478
0.795170716909103	0.424035295308106	0.874959612991048	0.869642656759065
0.286679202074804	0.161863222610002	0.86387173154996	0.26534073021329
0.495639470844315	0.0195679825721857	0.475792160722207	0.578286141209819
0.715369260985193	0.21953711006131	0.977849804364286	0.0568146652706033
0.374944963366917	0.474658522958073	0.440681559082181	0.777588935826035
0.312599623739054	0.301132193375651	0.988493981554978	0.713773703627706
0.691990715385328	0.0544963828525069	0.944159743136731	0.00624349901002332
0.0855557915295213	0.0338995209494532	0.80732155896034	0.0101304396252892
0.663000101847789	0.206241182818655	0.627937308126511	0.22687039084863
0.163571021738581	0.0221655885807577	0.47420938388594	0.371747080159123
0.950632266801313	0.403797357092375	0.12333934750454	0.177968517830064
0.864841636776639	3.36295748853128e-05	0.999815739618032	0.16344251704222
0.664526411433304	0.158956896689569	0.487769235967898	0.725456642317434
0.00231389415322784	0.776813125408554	0.546428862330999	0.0656055156355886
0.0204728596836562	0.926683979396305	0.974448683938398	0.0926213984024143
0.557790076855386	0.933931001323031	0.0604616700239516	0.247990138072718
0.0881466251946743	0.189436832862975	0.792008528603717	0.00077992980144968
0.215070600511738	0.000683138262078855	0.347442960231543	0.127715317082277
0.232699644578902	0.148609470657177	0.997901292025	0.44540337224958
0.146263147069639	0.00362397302560513	0.73580276994977	0.117340189418971
0.165496265360009	0.113492676254831	0.577760406672501	0.055804704829948
0.339166774655408	0.526896912906061	0.0596456204914696	0.0129167617753148
0.750356268979982	0.833212670036648	0.881249056114822	0.0377625551313692
0.232131977011342	0.993107233867427	0.655147134763141	0.00778416280868256
0.724985746942883	0.980274330587532	0.0945085864603517	0.88724132580376
0.0900877815950846	0.76543575656281	0.912127491827197	0.703975585435294
0.362504401914754	0.823494131414564	0.293385757343709	0.0028892170028966
0.34308385480581	0.28187160458412	0.353383004564602	0.58466783040944
0.111004792707372	0.0701551189835271	0.96681819661132	0.0227730347967857
0.0329308976363248	0.170177039590691	0.444865101245872	0.00063706598186294
0.647441384536469	0.000262439650085514	0.937390371979826	0.2119172350072
0.296935691361548	0.229959092360779	0.0110869371753755	0.82064525095658
0.707364992743395	0.0898925699539232	0.599125332038882	0.834666091186266
0.668869822399945	0.457004898324828	0.888248561976212	0.371545259308913
